sha2_hash,churn_risk,vod_purchase,quadrant,cancel_yn
b2fc3fa1eb2bcf2627b0c6a1c85dfc9e452bddc200e9ec53795a31e68fdd781b,37.0,0.0,Q3_저위험_저구매,0
e13fb6b1c31976eea13c9249fcd34893bc44e70c79deb262b2027a8faab8a1e3,37.0,0.0,Q3_저위험_저구매,0
d4a7e0000ff2228db5ac9c9bfb9dae6d2e9844e1e1fd961ebab33f7d26ee3e7e,37.0,0.0,Q3_저위험_저구매,1
ab492b3d1a568827f8902163de9f9fbee0ae0ba668f4b2295c91d830c2d86f72,56.5,0.0,Q1_고위험_저구매,0
8cebf3f54ae80708d69ffe3645cd2f6d8698418c5f1092af98466425fd4df794,25.5,0.0,Q3_저위험_저구매,0
812f3602e0589751cc40324b2c3f9b7cc158e449f83e35340cf9114327fa7ca4,37.0,0.0,Q3_저위험_저구매,0
9930b8d5713856a0f86e3f3352996ce9ccbba0321904764485c6a33a81d9d5a6,44.0,0.29,Q3_저위험_저구매,0
b50b5f966850ee40204bcbea4d3170ab1c72cb596392d021eec9eff67a5977b0,57.5,0.0,Q1_고위험_저구매,0
799e549fde7d8cfae7bf3e0531674d1fc2cb17bfb637b5424055c5694c646b91,37.0,0.0,Q3_저위험_저구매,0
b6cdb5da1300c76204ffa5e9ea1efa3d983045a3a798939907aa4a9b79f436b3,13.0,0.0,Q3_저위험_저구매,0
8dfd6921c83633039353916ccf90256ef046e443c4e1e9e33a9f9a529fe4d14c,44.5,0.13,Q3_저위험_저구매,0
2acc728d119eb5b233e0767b347c3798d8dcd954bd54023e6a6049d5752b5b7d,37.0,0.0,Q3_저위험_저구매,0
477796f5ec2b98f382b84e607ea8ae3a3b68b2f11fe4fce2a2738e320b201706,42.0,0.0,Q3_저위험_저구매,0
18abf3161ec11ba0d59f9be13587109857712ed81bc4820da33f14ad20b18b84,50.5,0.04,Q1_고위험_저구매,0
d32856b07f21450b8bf17f48359b6a4e1cbcb19780a42c7e56227049a792928f,49.5,0.0,Q3_저위험_저구매,0
99d396331bc80d021565b707410353a824363e8c070aff673becc09e1ca2e4ad,57.5,0.0,Q1_고위험_저구매,0
285e7ca705e099154b4c2987699ef3deb8a5bccfa47b7493f5461eb99ed47b1b,39.5,0.0,Q3_저위험_저구매,0
ae555601233c09b0fe8af762efeba68d253077510f274d80edc8a8c78963e64c,45.0,0.0,Q3_저위험_저구매,0
d25aa3e4b1dae1025585d285e13714bd5c2e07e5f54478f172a07dfe0369f43c,32.0,0.76,Q3_저위험_저구매,0
a1781317c7d52b640e3aa89dfd9171e7eb2ac38697809c48a4786e4a9f34818b,25.5,0.0,Q3_저위험_저구매,0
18331788118297e94e4c357460c95299949f01489d4880ac1d8a107db239cce6,49.0,0.0,Q3_저위험_저구매,0
14f408d2c0befb7471968219cf892fe6a082a0c816cdf9061cf0bdd7eed413e9,25.5,0.0,Q3_저위험_저구매,0
951b8a9d2f34b1de7974372d7ba9680d58a18dc6dec05ded2adcf7a9b6c7eb47,25.5,0.0,Q3_저위험_저구매,1
98d29dd973677d8d2c437322f8221cf4387dfffb14a449d4eb3d72e684cb17ab,61.5,0.0,Q1_고위험_저구매,0
c8a58d60dbb72ea36bf00a64402b2b66cde456bf65837c25fae6c9fdca85c883,56.5,0.0,Q1_고위험_저구매,0
49b1b6bf849756ae0d5e9c8e28e18f05db11884d31004b0ee0714d8b579090ef,49.0,0.01,Q3_저위험_저구매,0
3d9ad12fe80034e0a102ff49631db3a548ddf34469c0e0b99c1b058f37d8184d,13.0,0.0,Q3_저위험_저구매,0
4f98bc700d5e4a335c3fcee0b9f17f930f7d6559f7941e4693db4b4397333ab5,61.5,0.0,Q1_고위험_저구매,0
4f98bc700d5e4a335c3fcee0b9f17f930f7d6559f7941e4693db4b4397333ab5,61.5,0.0,Q1_고위험_저구매,0
8445c3e493e5f888b2bf0acff4cdb7f233dea098a96e71da2ef6baf4688aab8e,32.0,0.0,Q3_저위험_저구매,0
b0cf15300f36ee77e8974c7daf5c17aabdbd32c9d1c000b3c7c88b20ea0fdbd8,57.5,0.0,Q1_고위험_저구매,0
5d668b5dc133c8057e2b379f5c296db805aa37097b94da07526d7f1b5683e2ed,49.5,0.0,Q3_저위험_저구매,0
77ba097dfb4cf51e56d70eb2d1823b601f4921331e00ec79fe6dcb128612e11b,69.5,0.0,Q1_고위험_저구매,0
ef3c88772479cee53edfbe503ef466280ca7b8636e549171c5b0e57868311b33,49.0,0.0,Q3_저위험_저구매,0
3a60d886686c6bd3af3db2fbd1e6125aef614bd227c5ec8dc49594fdb1ec5274,52.0,0.0,Q1_고위험_저구매,0
d068305f1be8a1c7210e70c01f13526078756efdec566e8303ed5ebfc7179ae2,49.5,0.0,Q3_저위험_저구매,0
b726b5b79cbb86168fd7424682a9c881f2025a43715eec1559371188a5c524f5,50.5,0.01,Q1_고위험_저구매,0
81dbe5e2e756f0c5539a42b2af5c3e20b3f44fa0b6555558d3a6adcd209ca386,37.0,0.0,Q3_저위험_저구매,0
c794d82abeadc6ece717f0eb401d4a30ce5f8d287e7aee95ecb452e413550de8,32.0,0.01,Q3_저위험_저구매,0
721f57929ee0f9c0afbae78d1b864ebf9e2747d19f433db0cd4d50b88fafd275,51.5,0.0,Q1_고위험_저구매,0
86ca905751b0695bb3d554cc084014e09f0b0d41059c80422df460d7cced80de,49.5,0.0,Q3_저위험_저구매,0
3ae736eeebece284c2cf36af8335007aef8f8deb948f0fe3d4e10c0add9108c8,37.0,0.0,Q3_저위험_저구매,0
aac217b9a21247517b6ffe4b1535cd710184884cf96efd3ea4cc89c8b2788ced,38.0,0.01,Q3_저위험_저구매,0
1316c349312b1509e480b21a40e95f4d56a4b2133406a5b160f2d81c140577d6,49.5,0.0,Q3_저위험_저구매,0
910614c02837966cb8926d250ab4f0acebc28cfd4b66dca80f429245638b08bb,56.5,0.01,Q1_고위험_저구매,0
75c5a886b3d731d678a3ba8f156d504edb817c2b056eaffa21a1ef13a54ca7da,77.5,3.01,Q2_고위험_고구매,0
9537c56cbf7192d9bf8409b606cb074957f1cd2e6f95f9ae82ef76d772e75d8c,37.0,0.0,Q3_저위험_저구매,0
49600e95bd79e8fc6b60c7bbfa6c980200658b0125c5b665c8ae340802786f55,58.5,0.0,Q1_고위험_저구매,0
b4d6c394d2cc293527e682d9d8cfdac470f156ff12ef43d3b846c5c9e800a8ee,13.0,0.0,Q3_저위험_저구매,0
9d583b8b680604db591a7ad4faafea26e49a61435d33f1a7c661bec13d572233,25.5,0.0,Q3_저위험_저구매,0
07063db1f3753246b55ae71a4be7da1f50d2ed365ba3e9d52115a7c15c96c3f1,13.0,0.0,Q3_저위험_저구매,0
14a934a2fe6c0c527f33c3b7ac763d98503b9ed443a08322992a977803aa72fc,57.5,0.0,Q1_고위험_저구매,0
2b6f7e0cf28ff7a080787900bc345abcfded8f7f8cc9df9a846ee87ebfca8587,37.0,0.0,Q3_저위험_저구매,0
4b03613a863d75fd7380f66369854bc93fd59b140e2ad5d2ebecbd1ea4553cd2,37.0,0.0,Q3_저위험_저구매,0
749398fd2db6287297206750a29bfd6480644a21e63ad83c4a58a0a63f3f4b27,49.5,0.0,Q3_저위험_저구매,0
3bc688cf013120071e77455c6a768476b3425cfca5817800bd85a4044db21d74,37.0,0.0,Q3_저위험_저구매,0
674d19fd096d7fd71299e308c9c3ecd2f3bc9c4163ea2481c193f7b9dd1bc077,38.0,0.01,Q3_저위험_저구매,0
4d43ac80b050c8e1076b530cfda8f0299ab108e2525f0c076100783d4f56e45b,52.0,0.0,Q1_고위험_저구매,0
6d6adb66077fdd446707073dbd4df0d6ec43b02f22f0d0a86f604138952d23ca,49.0,0.01,Q3_저위험_저구매,0
ba3873df68d0e2f5335989d9a9a386954aa6e56b744cf617171b6786f43b91db,74.5,0.0,Q1_고위험_저구매,1
9651e8b90f4f228d87c0993f62c33cbfb0518b6525b32a214c56e310dc4c6159,49.5,0.0,Q3_저위험_저구매,0
8a28bf80e000b4c0df87bae38dc0fbf2d4efa2d8d0fa8af71d144186741d9efc,46.0,0.02,Q3_저위험_저구매,0
41f8eb83a37449dd8e0c25dc781fda193db7ba069ef0508a5a254457e92b4000,49.5,0.0,Q3_저위험_저구매,1
52454b7615f00174f2a3660e52e95a22f3ce05eacf5fc4b90bec3895b83f1712,49.0,0.0,Q3_저위험_저구매,0
be58d38f7f37512ac5ba58bcf5a186831241f9091ee5ff958bd3dabfb3f94811,45.0,0.0,Q3_저위험_저구매,0
1844afd6d01551f7365c1c564b46b48fe6f22da81aa1d094c8f5cca753b17f3c,49.5,0.0,Q3_저위험_저구매,0
8cda7b3b57030cc888b7df1376123157764b4825915125623b3980917e8e38a6,45.0,0.0,Q3_저위험_저구매,0
12072fdc86ccc796616fe2aa5a51f4752f219e27ab2fe52d27bf22b6e4737b97,20.5,0.76,Q3_저위험_저구매,0
b1b5c5f4d5ff44efc23f8cd3a49c08ffec964b738131614c146edba0a0694624,50.5,0.04,Q1_고위험_저구매,0
72232d942bfd6c234af694f581efb7261a71da13d4dd39c48bbc0073e4ddeea6,49.5,0.0,Q3_저위험_저구매,0
67dbf9db73c396671f249b8701eb84b7b03c9cd2470fc810f60e2b0770a03219,37.0,0.0,Q3_저위험_저구매,0
35f231f88c8882aab19bd1d046f3989998dfca861828c32e1312d18986fe2a7e,41.5,0.0,Q3_저위험_저구매,1
11eb2098a7aff8709a4980d30df684af9cd2d89562b46a714dd674b7cb9ce3b2,37.0,0.0,Q3_저위험_저구매,0
3773864d0c7517815d73fe6233d6e28c14f12c9e9edad191c8def09c02409b7c,39.5,0.0,Q3_저위험_저구매,0
7f8ec438b191f9023fd11dbd40b4266ef9dce43ad006c82fa781277fcf02fc29,45.0,0.0,Q3_저위험_저구매,0
6e131edfc0c82d04798e80b8330119c998d79b086d7623378b6c29e2ad78f970,56.5,0.0,Q1_고위험_저구매,0
ec24a296470df88f14fed0d398a6448e8cc89dc860fd2794d21be1c6fd605744,32.0,0.3,Q3_저위험_저구매,0
030f80d5cae0af3a37ea2fc921573eb5574629a4538cff7753e911d6d5c4044c,56.5,0.0,Q1_고위험_저구매,0
c05513db9414d1493a97c1b06f864a7829bcbd2f006c5d96e3202e42bb6135ca,25.5,0.0,Q3_저위험_저구매,0
35cb7b72b01e98b12bad63a381349233d11a43e823f324e62dcc7e9d2ef658aa,15.5,0.0,Q3_저위험_저구매,0
8ba49a5539b5afa5834391b264a50db1ece382a9841b058ddd0c7071a2c06f09,25.5,0.0,Q3_저위험_저구매,0
2512ad612841c61113a155b43670045e4aed68e1aa4432eb8ae3153c1b4aa80f,49.5,0.0,Q3_저위험_저구매,0
2670d98aa0abad22b7571c180d97b4f46aab91bfa32db33d0b18758032c637b6,37.0,0.0,Q3_저위험_저구매,0
4b304862e9bf06f3006da3fd58bfd883fd2c441fa2adce9f6359a4ee72c8c88d,37.0,0.0,Q3_저위험_저구매,0
35b36b5851f3bafece13d36426b86ed2f66e2c005afb34f75d0a963e9fb74daf,52.5,0.02,Q1_고위험_저구매,0
2b99b7ee6024cc32c8c929adc4477561adb2d4c9ae94ad4046c3cd3b1bd6ea81,32.0,3.84,Q4_저위험_고구매,0
f9f1330639747eaf4a320f3f28eaeaed4c94d3896cbbf3a781524b0b63d258f2,49.5,0.0,Q3_저위험_저구매,0
ceb359c91897f17b3be86d2674df09ef36b3bb9ed427abeea16956daf7907a59,13.0,0.0,Q3_저위험_저구매,0
b72246c2aa081109ee2acc5199f2acd1683f7e3ab6f2e18c439cb930e67951d1,49.5,0.0,Q3_저위험_저구매,0
698ccf14da7737d2c895eaa2b15255d9f322651836f3c4e6e5303213cf0b7345,49.5,0.0,Q3_저위험_저구매,0
72cfd763470e29359e6004154bee20dccfa180e80196ae425f6a0f3415338338,37.0,0.0,Q3_저위험_저구매,0
590ce45e1d846ace0cf76143df735d78f858db31c984d0a09ecabc481152fa76,25.5,0.0,Q3_저위험_저구매,0
0f8dcf0b5d870dca12eb117c54db6f2aaba70c1431aded6c140d2492c3ca7fc9,37.0,0.0,Q3_저위험_저구매,0
fa726d81a94f68d31de8e3f23b511d1a751b35a86b3ebbc7f139d07b5c5cc234,37.0,0.0,Q3_저위험_저구매,0
d3f38c1a20461a6ec791f4207c67d19c91bdf37b066ecddabbf1fd2835f11427,28.5,0.02,Q3_저위험_저구매,1
fc8ab121c6b89b1fc658d9381f28b366c6c2b7d55afa190b59dffed40763342d,32.0,0.76,Q3_저위험_저구매,0
0d1b63f27edbbe4240536201c1f3b55d7191cc2efda6a4c78a94c327a274d881,25.5,0.0,Q3_저위험_저구매,0
a0fbc7eba15db99e4d3ea48b730215e713f887bc0d15a9ae26f67be379b731d8,25.5,0.0,Q3_저위험_저구매,0
a39aae5ead0017cddef2c20cc94dbc58f6be1b53b8d96a20c42e0ee50dd81187,13.0,0.0,Q3_저위험_저구매,0
8962d0f8d7910237635cd25e4a3a08fc313b81f4b96593a46e125f0dc262ed5c,49.5,0.0,Q3_저위험_저구매,0
a1be65f292f4f70b0945c94674ccbccd5bfe22b77ac9ac393d6c162cf64a05fa,49.0,0.0,Q3_저위험_저구매,0
5faefc542bb03ffbdbc5765076980426471b8090165e198ba6f2fb00d4c9040c,46.5,0.0,Q3_저위험_저구매,0
3292a7998ef5e1e9e4771dec75fae6c332a2a49339cd18bafb82e19b47358304,49.5,0.0,Q3_저위험_저구매,0
4516a001288cd1cec69a394388ef2dcc6c933202446d3d5eb63412fd24ca606a,18.0,0.0,Q3_저위험_저구매,0
d6e26572b1010a0bd4f753f92b1899a7f832e81e1c042d4189ea479a2d79f9f7,49.0,0.0,Q3_저위험_저구매,0
61b1aa85055a46c1a42bdb80da0d969c086917759be69927d590d4e69488bcad,38.0,0.01,Q3_저위험_저구매,0
8ab7d4bbe745cc50e92d0a7689526fefa6a0b9d3b0b5c3ebd6589e0cd22b3ae3,56.5,0.04,Q1_고위험_저구매,1
344276c986b2096e8a1936298119b29306b5ad0a66f7358f02e3c9c00d71adaf,49.5,0.0,Q3_저위험_저구매,0
7810f6fcab0531ae41db7d1158cf96b0483c7dc2cb0eef154ee727fa02275a41,37.0,0.0,Q3_저위험_저구매,0
e6a6aa2aac1f193e3907fb4224855297af80ef7e6aaee2c65eb2d2313837f034,44.0,0.0,Q3_저위험_저구매,0
36073ab911c20eadde22577e3555fdb30873a37e88f18b8ec4f1dfaf651d169f,57.5,0.0,Q1_고위험_저구매,0
b384c1a711b6fd5a3e68a254f8885c110cd89269d82208aebb3db0eacfe3e229,13.0,0.0,Q3_저위험_저구매,0
c28e254536bea0b5a86afb58f5ee1546b156275246240b5c6b809cf6b3059c51,38.0,0.01,Q3_저위험_저구매,0
ae1ba91afb7965c4a4c84d15c810898bb0b5e16587967a5aea6068c22638663b,25.5,0.0,Q3_저위험_저구매,1
c0b562195cb7df8188fc7eb0583e79e0f217eba6b43e18b1f1d4d9bfdea61848,44.0,0.0,Q3_저위험_저구매,0
3d81fab774680a3c30689498eebbaeca8324d74991eb60cba020137a9ad5c25b,49.5,0.0,Q3_저위험_저구매,0
3c601ae3470eecb94203d1731f487124ffcfed8ca923829424758fc60270f2b3,37.0,0.0,Q3_저위험_저구매,0
7cccab252d18cffacb1b8e18b38602a235463f19431304f08475730f8c900810,49.5,0.0,Q3_저위험_저구매,0
2c33024eeb3ba99b8c2625430a7c97e0fd733a8b4abbaca53867aec725917cdd,44.5,0.06,Q3_저위험_저구매,0
d8c6183cf15b5d2a9dc865274665e03eb97f98c463044d808bb4acd8cf532b37,58.5,0.02,Q1_고위험_저구매,0
c74de8f0db12f6151b7a6d6fab4a3ffc2ffbffe718db9e0d1464b0d2f1aecef3,37.0,0.0,Q3_저위험_저구매,0
7a6bb3ef7d1deb5228beece6b15a70c72d44f9d48c16fbf7d16a728a75fbab2a,49.5,0.0,Q3_저위험_저구매,0
a0849675b63b5f9a96732723a34d9cec9cda509b57b4457bb60409d33641ca54,37.0,0.0,Q3_저위험_저구매,0
cae1d822d7390002886b6f2f4d3280379c2b0a8032f1efe7111654b027ec4aef,69.0,0.01,Q1_고위험_저구매,0
7a988fff410b8efb07ff7a2c93c0c2d4331188e7f03dd9066e9df14fc041cbe6,13.0,0.0,Q3_저위험_저구매,0
e4625ec00efd3238184897014a93bb05029d3eebf04ef27fd176c0417c7d7c70,45.0,0.0,Q3_저위험_저구매,0
b61b4a6bbd435ec193394c5c360429743bd91b007550b32b7555c236d9a29621,49.5,0.0,Q3_저위험_저구매,0
6bbe181befcc1e25553f09da4e5cb22ec0df2baee859bb5d9aeea6690fce702e,61.5,0.0,Q1_고위험_저구매,0
0ed62c299d42fbb577d914e4f93d3e6e329da6647fe31d33ba98486e32fe97dc,77.5,0.06,Q1_고위험_저구매,0
5bdbaf078da425bba423faa1275fb9b0a093968e7cf1c1519d7e42c833812247,49.0,0.0,Q3_저위험_저구매,0
92e95a2ab2b6f0f8a08fd63f087a429a10907b3473abed2dd8a4bc712f89e697,37.0,0.0,Q3_저위험_저구매,0
514d561300fdf9671f7a0dca939106f304578989d9ea011733ce285810ee34d0,47.0,0.0,Q3_저위험_저구매,0
447211571069669c8e4e5a00aa5c51157fb4801df6ca71c4fea726df3e3cf62b,37.0,0.0,Q3_저위험_저구매,0
84086184ffa5f00878beaa9379bd61bf2df29c2524434cde6d216be74c46d221,13.0,0.0,Q3_저위험_저구매,0
84086184ffa5f00878beaa9379bd61bf2df29c2524434cde6d216be74c46d221,13.0,0.0,Q3_저위험_저구매,0
780f52b23148cb3ae7094de5459944af66c9d393f9212a5e01258f944f47d6a7,17.5,0.0,Q3_저위험_저구매,0
da6e7e9aacf1543ed5a46483f6372d414b421b9f07e8e17cb34204fb515a3478,38.0,0.02,Q3_저위험_저구매,0
d39e95af69cb0c034bf872b80ee9f4291955f5694f08c39f50047893c6943f88,37.0,0.0,Q3_저위험_저구매,0
ef33adc2cec08a3e8c681cc1077acffee21f789d675cd806f24d317d067d417a,44.5,0.08,Q3_저위험_저구매,0
b20df2c9117a67e86827010ea65d41910ecc1a7ddb16ae5732170e81256af83e,37.0,0.0,Q3_저위험_저구매,0
08bd9fe2f2388b63d2bce3b064ed068bc7547b56428a95b90764f9c3ad4213ec,25.5,0.0,Q3_저위험_저구매,0
aa2fbf4f2b3a6c208854e813f59d21b2a47b2e57f7872ba053b76ffe47493b0d,37.0,0.0,Q3_저위험_저구매,0
c107ffc4a9c79537dd68d3f124e385b88845a0217350665111abde3224412e03,38.0,0.0,Q3_저위험_저구매,0
cb1b2189c32d91c7528270c434a52a700f07de94f6679d7523473bda70cd6472,32.0,0.76,Q3_저위험_저구매,0
bbd1c1f5718c2b53229cb1d400e9d0eae928cf51194741b0b2bba84f9ec34d8c,69.5,0.0,Q1_고위험_저구매,0
31c8859ad7274a6671cc2d1f15592a73a3ad25097c9f18c1efb0711e915be10d,49.5,0.0,Q3_저위험_저구매,0
b1decc120ec032c2973c48e3babcbea948536e78ab5d55dc1c1c2b5e9397a13f,49.0,0.0,Q3_저위험_저구매,0
4588d21fdb04ac96d9fa5a1c84df9c4052c430d81c7215d3d662bb6b715e1e18,56.5,1.05,Q2_고위험_고구매,0
515d39be472b5f389e2a8aed652fe90ce8bfbca0ce7806e2626b87edb774db40,20.5,0.0,Q3_저위험_저구매,0
a9980a6cf45517a6bbf7dee91d56ed500f0d6af7d8328e4f7fcc71a1d291a10a,64.0,0.0,Q1_고위험_저구매,0
0819c3aa8d8a705a1ba4250193cb8cd436c1f5d2234e239cac3d7e2e3fed98fd,37.0,0.0,Q3_저위험_저구매,0
49614765205719cf5571552f4fac87bbf80f1734e2de94ffc090d3979cfac58b,57.5,0.0,Q1_고위험_저구매,0
bbfcd8c9f7490d67f145b4f26808b07441e8b594423c300949804f94078936d5,25.5,0.0,Q3_저위험_저구매,1
94075959689b9c21b120d4b901e1eed2e47e6186fa92a67b1ab87bc61f4ed632,37.0,0.0,Q3_저위험_저구매,0
7e0fabad05874fe5b97f7403d2718a03f82f46ffb5b59c5ed1df01a410db937a,50.5,0.01,Q1_고위험_저구매,1
a52888dc46478c9e408f8d9ae6df356acf1f7c05ca7f3deef8e3d0ec84df34ef,13.0,0.0,Q3_저위험_저구매,0
b40eedf51dff6dcffa203a041e0ed1b384cef788e7b5829fd3b9379ef1d38754,49.5,0.0,Q3_저위험_저구매,0
f983e867f083ae716cf5b332b7ffdaa3ac2f464b72ef4457b404fa887f220d43,49.5,0.0,Q3_저위험_저구매,0
f4f157c2d1e2f2067a4a0de2bea9f5a3d4cc696eba48afc92e02e63861fdd099,49.5,0.0,Q3_저위험_저구매,0
3e6d49bfc4cc6f11a612a4ef40ea9edb8b077a36a091c8aaaacd8eb60304fdcd,49.5,0.0,Q3_저위험_저구매,1
c1b9f0e2d8347d344c4613be9e72ab0d6530c4717e1d28ee4afc8903fa1eb5b0,49.5,0.0,Q3_저위험_저구매,0
7ac1c573906ba8a492e1effe185297f4bb9ef807599cf47fd129b31ed48d4d00,37.0,0.0,Q3_저위험_저구매,0
83855b7a5ecd4c2808d49fe673b589b6aabef48acd1f90cbc0107a44822bf002,13.0,0.0,Q3_저위험_저구매,1
63201c14bbb5f1f1fb68ae94d319cce577265e32b20892dfbbf2c3c4bf8ed755,13.0,0.0,Q3_저위험_저구매,0
5149ea6936ada028f30d29c36c934a71cad798b247c70e213c220603bbca9b5f,49.5,0.0,Q3_저위험_저구매,0
07421a9bd023ea8d7381065034ba81b60711c2a163d1fc3ef215bf8a6f4b1cf4,61.5,0.0,Q1_고위험_저구매,0
a8ea3d6664ccfcef98fbd913662b2cd59558832b649e3265e6e0f8aedc8cf520,37.0,0.0,Q3_저위험_저구매,0
fca7c4ad1998f055dbd242878f81c50daf45dd2e58ffb52cec2eb551a2426638,61.5,0.0,Q1_고위험_저구매,0
3d0745d20c2565515565c6b9886e19845f52a02c4b881c96e29b038649b4052c,38.0,0.01,Q3_저위험_저구매,0
568cacd89d1d88ff591439ff83a7215cad6f955c07628bfad0baa90fc013c440,38.0,0.05,Q3_저위험_저구매,0
7af84736f0e7836b92e009b58eb1f5f67940002298070f2914bf667f43886dc6,13.0,0.0,Q3_저위험_저구매,0
0955563e67ed038154581e4b51e350f67edf5f861d9c5d2c083a0828552104f9,57.5,0.0,Q1_고위험_저구매,0
47113ada8349a9253dbc632f7d658c070b56b3c515a3dc2815035012c84a17b6,25.5,0.0,Q3_저위험_저구매,0
ef2321b458bb0b51746d5b8523f484be629a358e9e15e294c8d2e90c3f81f9c7,49.5,0.0,Q3_저위험_저구매,0
4a16693bcde0672a4e8580df95547b7a644bbe95f00254c3ed1f82ca740bcc7e,38.0,0.01,Q3_저위험_저구매,0
edafb2f5bb57f25b08499f2c71c0e37d0d14648a40ef2e11d439a4bcfd9f6307,56.5,0.0,Q1_고위험_저구매,0
